16,0.023734
17,0.114224
18,0.051167
19,0.133497
20,0.041492
21,0.066941
22,0.142180
23,0.146493
24,0.057335
25,0.060934
26,0.115824
27,0.083886
28,0.081258
29,0.134912
30,0.068082
31,0.195923
32,0.056972
33,0.102585
34,0.138180
35,0.079430
36,0.107887
37,0.222027
38,0.220269
39,0.145649
40,0.108122
41,0.300974
42,0.142212
43,0.345412
44,0.148983
45,0.109841
46,0.348219
47,0.374353
48,0.128157
49,0.238916
50,0.167683
51,0.382579
52,0.217482
53,0.679075
54,0.153519
55,0.206092
56,0.220181
57,0.485098
58,0.551718
59,0.522794
60,0.144369
61,0.764936
62,0.637218
63,0.277963
64,0.207943
65,0.384633
66,0.272306
67,1.132235
68,0.622548
69,0.738115
70,0.291495
71,0.668494
72,0.234184
73,0.972936
74,0.959320
75,0.337184
76,0.726034
77,0.389647
78,0.390208
79,1.159893
80,0.291756
81,0.530946
82,1.578859
83,1.362072
84,0.367888
85,1.058588
86,1.799033
87,1.500603
88,0.462716
89,1.550318
90,0.483662
91,0.599240
92,1.565562
93,1.781373
94,1.968045
95,1.409997
96,0.451255
97,1.667130
98,0.535489
99,0.605634
100,0.504552
101,1.889898
102,1.409770
103,2.082649
104,0.654849
105,0.651094
106,2.883523
107,2.143676
108,0.554076
109,3.460118
110,0.705778
111,2.959841
112,0.599530
113,3.640446
114,1.754822
115,2.426857
116,2.952064
117,0.868357
118,3.860047
119,2.401054
120,0.669768
121,1.385307
122,5.885762
123,4.900170
124,3.658831
125,1.108511
126,1.008508
127,2.896945
128,0.838641
129,5.289311
130,1.116074
131,4.850659
132,1.216080
133,3.115785
134,6.160194
135,1.314319
136,2.898962
137,3.866930
138,3.750887
139,3.976737
140,0.979648
141,6.511733
142,4.918061
143,1.722348
144,1.156424
145,5.889390
146,5.861645
147,1.593913
148,6.249085
149,4.899470
150,1.578357
151,4.661035
152,4.029578
153,3.785363
154,1.979502
155,6.338824
156,1.674574
157,5.132455
158,6.640735
159,11.711681
160,1.472718
161,6.314692
162,2.049754
163,7.741869
164,9.789574
165,2.331469
166,8.377282
167,8.037522
168,1.880910
169,3.514786
170,5.662324
171,5.894883
172,11.981980
173,8.261871
174,9.190481
175,2.630434
176,2.606502
177,12.621146
178,9.540170
179,9.039852
180,2.272422
181,14.656532
182,2.839720
183,17.945238
184,7.978204
185,13.103352
186,10.806781
187,7.797851
188,12.920399
189,3.078215
190,8.870445
191,8.578761
192,2.947434
193,9.102562
194,11.374506
195,4.059482
196,2.915589
197,8.318961
198,3.203679
199,10.695721
200,2.600441
201,23.488020
202,14.657450
203,15.257607
204,10.323035
205,19.672273
206,15.835232
207,12.191959
208,4.091852
209,12.371995
210,3.872873
211,14.046781
212,24.479113
213,17.729077
214,17.109821
215,23.999188
216,3.876641
217,17.969169
218,25.690392
219,24.693139
220,4.648782
221,13.348237
222,20.993342
223,21.496695
224,4.894001
225,5.574367
226,27.010666
227,16.946361
228,14.147781
229,17.015960
230,17.869804
231,6.390559
232,19.341441
233,17.526751
234,6.330784
235,27.376095
236,24.706008
237,25.112197
238,15.744937
239,18.820332
240,5.114544
241,30.736014
242,7.815068
243,7.626265
244,43.272666
245,7.808910
246,33.007776
247,20.609111
248,25.157267
249,31.462630
250,7.384958
251,18.845786
252,7.396785
253,24.673327
254,21.574756
255,19.602621
256,8.688522
257,30.874952
258,40.263368
259,35.574191
260,8.475954
261,31.251890
262,42.605901
263,29.349799
264,8.869206
265,43.676749
266,22.774505
267,35.392697
268,56.165875
269,33.057343
270,9.924652
271,31.088450
272,22.473273
273,10.429608
274,30.409042
275,11.097054
276,29.554938
277,32.773590
278,35.162406
279,38.362692
280,8.443356
281,34.572547
282,45.220065
283,33.570841
284,39.753567
285,28.861277
286,14.145131
287,51.435503
288,10.632405
289,45.247325
290,39.636273
291,45.438402
292,52.260729
